sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
73,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
80,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
5,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
152,2015-01-01 00:00:00,8,¢Ò,6,¢Ú,4,¢Û,5,-,0,¢Ò
154,2015-01-01 00:00:00,7,¢Ò,13,¢Ò,2,¢Ú,2,-,0,¢Ú
155,2015-01-01 00:00:00,8,¢Ò,4,¢Ù,7,¢Ù,14,-,0,¢Û
156,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,4,¢Û,8,-,0,¢Û
65,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
76,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ú
64,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,1,¢Ò,0,-,0,¢Ò
149,2015-01-01 00:00:00,7,¢Ò,12,¢Ò,3,¢Ú,3,-,0,¢Û
157,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,2,¢Ú,3,-,0,¢Ò
72,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,1,¢Ò,2,-,0,¢Ò
78,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,3,¢Ú,4,-,0,¢Ú
147,2015-01-01 00:00:00,8,¢Ò,13,¢Ò,2,¢Ú,3,-,0,¢Ú
57,2015-01-01 00:00:00,7,¢Ò,7,¢Ò,5,¢Û,22,-,1,¢Ù
186,2015-01-01 00:00:00,7,¢Ò,7,¢Ú,1,¢Ò,9999,-,-1,-
158,2015-01-01 00:00:00,8,¢Ò,13,¢Ò,1,¢Ò,0,-,0,¢Ò
77,2015-01-01 00:00:00,7,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ò
185,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,10,¢ı,9999,-,-1,-
184,2015-01-01 00:00:00,7,¢Ò,16,¢Ò,0,¢Ò,9999,-,0,¢Ú
81,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
75,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
8,2015-01-01 00:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ú
216,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,0,¢Ò,1,-,0,¢Ò
137,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
103,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,-1,-,9999,-,0,¢Ú
97,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,6,¢Ù,5,-,0,¢Û
32,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Û
173,2015-01-01 00:00:00,8,¢Ò,12,¢Ò,5,¢Û,9999,-,1,¢Ù
121,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Û
118,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
107,2015-01-01 00:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Ú
85,2015-01-01 00:00:00,8,¢Ò,12,¢Ò,2,¢Ú,9999,-,0,¢Ú
83,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
214,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,0,¢Ò,0,-,-1,-
197,2015-01-01 00:00:00,8,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
193,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
177,2015-01-01 00:00:00,8,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ò
175,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,-1,-,9999,-,0,¢Û
164,2015-01-01 00:00:00,8,¢Ò,12,¢Ò,4,¢Û,7,-,0,¢Ú
146,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,1,¢Ò,3,-,0,¢Ú
213,2015-01-01 00:00:00,7,¢Ò,5,¢Û,6,¢Ù,7,-,0,¢Ú
212,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,12,¢ı,12,-,0,¢Ú
211,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,1,-,-1,-
210,2015-01-01 00:00:00,8,¢Ò,8,¢Ò,8,¢Ù,14,-,0,¢Û
209,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,15,¡”¢ı,13,-,0,¢Ú
207,2015-01-01 00:00:00,7,¢Ò,3,¢Ù,5,¢Û,-1,-,0,¢Ú
206,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,1,¢Ò,0,-,0,¢Ò
202,2015-01-01 00:00:00,7,¢Ò,7,¢Ò,-1,-,9999,-,0,¢Ú
201,2015-01-01 00:00:00,7,¢Ò,1,¡”¢ı,13,¢ı,9999,-,17,¡”¢ı
199,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
198,2015-01-01 00:00:00,8,¢Ò,3,¢Ù,-1,-,9999,-,0,¢Û
196,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,8,¢Ù,9999,-,0,¢Ú
195,2015-01-01 00:00:00,7,¢Ò,7,¢Ú,3,¢Ú,9999,-,1,¢ı
194,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
192,2015-01-01 00:00:00,-1,-,7,¢Ò,3,¢Ú,9999,-,0,¢Ò
191,2015-01-01 00:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ò
190,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
183,2015-01-01 00:00:00,6,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ò
182,2015-01-01 00:00:00,7,¢Ò,4,¢Ù,3,¢Ú,9999,-,0,¢Ú
167,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
181,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,5,¡”¢ı
180,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
176,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,-1,-
168,2015-01-01 00:00:00,7,¢Ò,13,¢Ò,4,¢Û,9999,-,0,¢Ò
219,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,3,¢Ú,6,-,0,¢Ò
179,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,3,¢Ú,9999,-,2,¡”¢ı
178,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
116,2015-01-01 00:00:00,7,¢Ò,13,¢Ò,1,¢Ò,9999,-,0,¢Ò
113,2015-01-01 00:00:00,8,¢Ò,8,¢Ò,0,¢Ò,9999,-,0,¢Ú
131,2015-01-01 00:00:00,7,¢Ò,11,¢Ò,0,¢Ò,9999,-,0,¢Ú
126,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
123,2015-01-01 00:00:00,6,¢Ò,7,¢Ò,2,¢Ú,2,-,0,¢Ú
122,2015-01-01 00:00:00,8,¢Ò,12,¢Ò,5,¢Û,5,-,0,¢Û
112,2015-01-01 00:00:00,8,¢Ò,11,¢Ò,3,¢Ú,9999,-,0,¢Ú
111,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,10,¢ı,9999,-,1,¢Ù
109,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
106,2015-01-01 00:00:00,8,¢Ò,13,¢Ò,5,¢Û,9999,-,0,¢Û
105,2015-01-01 00:00:00,7,¢Ò,13,¢Ò,5,¢Û,9999,-,0,¢Ú
143,2015-01-01 00:00:00,7,¢Ò,5,¢Û,5,¢Û,9999,-,0,¢Û
141,2015-01-01 00:00:00,6,¢Ò,3,¢Ù,6,¢Ù,9999,-,1,¢ı
136,2015-01-01 00:00:00,6,¢Ò,3,¢Ù,-1,-,9999,-,-1,-
135,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,1,¢Ò,1,-,0,¢Ú
134,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Ú
129,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,1,¢Ù
114,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,4,¢Û,9999,-,0,¢Û
127,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
125,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
124,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,7,¢Ù,9999,-,0,¢Û
119,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
117,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
115,2015-01-01 00:00:00,8,¢Ò,12,¢Ò,7,¢Ù,9999,-,0,¢Ú
68,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Ú
67,2015-01-01 00:00:00,6,¢Ò,8,¢Ò,3,¢Ú,9999,-,0,¢Û
66,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Û
104,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
142,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
159,2015-01-01 00:00:00,8,¢Ò,14,¢Ò,14,¢ı,14,-,1,¢Ù
20,2015-01-01 00:00:00,8,¢Ò,11,¢Ò,4,¢Û,4,-,0,¢Ò
16,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
12,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
84,2015-01-01 00:00:00,7,¢Ò,11,¢Ò,26,¡”¢ı,33,-,9,¡”¢ı
62,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,7,¢Ù,9999,-,0,¢Ú
161,2015-01-01 00:00:00,7,¢Ò,5,¢Û,7,¢Ù,8,-,7,¡”¢ı
140,2015-01-01 00:00:00,7,¢Ò,6,¢Ú,1,¢Ò,2,-,0,¢Ò
59,2015-01-01 00:00:00,7,¢Ò,12,¢Ò,5,¢Û,6,-,1,¢Ù
56,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
110,2015-01-01 00:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ú
63,2015-01-01 00:00:00,6,¢Ò,2,¢ı,7,¢Ù,9999,-,2,¡”¢ı
61,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,1,¢Ò,7,-,0,¢Û
60,2015-01-01 00:00:00,7,¢Ò,10,¢Ò,4,¢Û,9999,-,1,¢Ù
166,2015-01-01 00:00:00,8,¢Ò,9,¢Ò,5,¢Û,6,-,0,¢Ú
55,2015-01-01 00:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,2,¡”¢ı
54,2015-01-01 00:00:00,8,¢Ò,11,¢Ò,3,¢Ú,4,-,0,¢Û
53,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
162,2015-01-01 00:00:00,7,¢Ò,9,¢Ò,0,¢Ò,4,-,0,¢Ú
18,2015-01-01 00:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ú
74,2015-01-01 00:00:00,8,¢Ò,7,¢Ú,1,¢Ò,9999,-,0,¢Ò
70,2015-01-01 00:00:00,7,¢Ò,7,¢Ú,5,¢Û,33,-,1,¢Ù
58,2015-01-01 01:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
159,2015-01-01 02:00:00,8,¢Ò,13,¢Ò,15,¡”¢ı,14,-,1,¢ı
156,2015-01-01 02:00:00,7,¢Ò,7,¢Ú,4,¢Û,7,-,1,¢ı
77,2015-01-01 02:00:00,7,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ò
58,2015-01-01 02:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
58,2015-01-01 03:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
135,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,1,¢Ò,1,-,0,¢Ú
61,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,1,¢Ò,7,-,0,¢Û
154,2015-01-01 04:00:00,7,¢Ò,13,¢Ò,3,¢Ú,3,-,0,¢Ú
121,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
162,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,0,¢Ò,4,-,0,¢Ú
57,2015-01-01 04:00:00,7,¢Ò,7,¢Ò,4,¢Û,22,-,1,¢Ù
55,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,4,¢Û,9999,-,2,¡”¢ı
152,2015-01-01 04:00:00,8,¢Ò,5,¢Û,4,¢Û,5,-,0,¢Ò
73,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
111,2015-01-01 04:00:00,7,¢Ò,11,¢Ò,9,¢Ù,9999,-,0,¢Û
5,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ú
72,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,1,¢Ò,2,-,0,¢Ò
137,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ò
155,2015-01-01 04:00:00,8,¢Ò,5,¢Û,5,¢Û,9,-,0,¢Û
65,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
62,2015-01-01 04:00:00,7,¢Ò,11,¢Ò,8,¢Ù,9999,-,0,¢Ú
124,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,7,¢Ù,9999,-,0,¢Û
156,2015-01-01 04:00:00,7,¢Ò,7,¢Ú,4,¢Û,7,-,0,¢Û
60,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,4,¢Û,9999,-,1,¢Ù
70,2015-01-01 04:00:00,7,¢Ò,7,¢Ò,5,¢Û,33,-,1,¢Ù
59,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,4,¢Û,6,-,1,¢Ù
32,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Û
63,2015-01-01 04:00:00,7,¢Ò,1,¡”¢ı,5,¢Û,9999,-,3,¡”¢ı
149,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,3,¢Ú,3,-,0,¢Û
84,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,24,¡”¢ı,31,-,9,¡”¢ı
83,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
78,2015-01-01 04:00:00,7,¢Ò,7,¢Ú,5,¢Û,6,-,0,¢Ò
173,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,5,¢Û,9999,-,1,¢Ù
56,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
18,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ú
67,2015-01-01 04:00:00,6,¢Ò,8,¢Ò,3,¢Ú,9999,-,0,¢Ú
16,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
80,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
54,2015-01-01 04:00:00,8,¢Ò,11,¢Ò,3,¢Ú,4,-,0,¢Ú
147,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,2,¢Ú,3,-,0,¢Ú
119,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
97,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,6,¢Ù,6,-,0,¢Û
58,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
140,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,1,¢Ò,2,-,0,¢Ò
74,2015-01-01 04:00:00,8,¢Ò,7,¢Ú,1,¢Ò,9999,-,0,¢Ò
68,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,5,¢Û,9999,-,0,¢Ú
129,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,1,¢Ù
127,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,0,¢Ò,9999,-,0,¢Ò
126,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
125,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
122,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,5,¢Û,5,-,0,¢Û
118,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
146,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,1,¢Ò,2,-,0,¢Ú
12,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
158,2015-01-01 04:00:00,8,¢Ò,13,¢Ò,1,¢Ò,1,-,0,¢Ò
66,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
143,2015-01-01 04:00:00,7,¢Ò,5,¢Û,6,¢Ù,9999,-,0,¢Û
142,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
8,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ú
136,2015-01-01 04:00:00,6,¢Ò,2,¢ı,-1,-,9999,-,-1,-
116,2015-01-01 04:00:00,7,¢Ò,13,¢Ò,1,¢Ò,9999,-,0,¢Ò
53,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,2,¢Ò,9999,-,0,¢Ú
134,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Ú
77,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ò
64,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,1,¢Ò,0,-,0,¢Ò
76,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
107,2015-01-01 04:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Ú
103,2015-01-01 04:00:00,7,¢Ò,11,¢Ò,-1,-,9999,-,-1,-
85,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,2,¢Ú,9999,-,0,¢Ú
193,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
185,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,10,¢ı,9999,-,-1,-
212,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,11,¢ı,12,-,0,¢Ú
211,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,2,¢Ú,1,-,-1,-
216,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,0,¢Ò,1,-,0,¢Ò
214,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,0,¢Ò,0,-,-1,-
213,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,7,¢Ù,7,-,0,¢Ú
219,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,3,¢Ú,6,-,0,¢Ò
177,2015-01-01 04:00:00,8,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ò
166,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,5,¢Û,6,-,0,¢Ú
157,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,2,¢Ú,3,-,0,¢Ò
141,2015-01-01 04:00:00,6,¢Ò,3,¢Ù,3,¢Ú,9999,-,1,¢ı
138,2015-01-01 04:00:00,8,¢Ò,3,¢Ù,9999,-,12,-,4,¡”¢ı
210,2015-01-01 04:00:00,8,¢Ò,8,¢Ò,8,¢Ù,13,-,0,¢Û
209,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,14,¢ı,14,-,0,¢Ú
207,2015-01-01 04:00:00,7,¢Ò,3,¢Ù,5,¢Û,-1,-,0,¢Ú
206,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,0,-,0,¢Ú
202,2015-01-01 04:00:00,6,¢Ò,7,¢Ò,-1,-,9999,-,0,¢Ú
201,2015-01-01 04:00:00,7,¢Ò,1,¡”¢ı,12,¢ı,9999,-,18,¡”¢ı
199,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
198,2015-01-01 04:00:00,8,¢Ò,3,¢Ù,-1,-,9999,-,0,¢Û
197,2015-01-01 04:00:00,8,¢Ò,8,¢Ò,3,¢Ú,9999,-,0,¢Ò
196,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,8,¢Ù,9999,-,0,¢Ú
195,2015-01-01 04:00:00,7,¢Ò,7,¢Ú,3,¢Ú,9999,-,1,¢ı
194,2015-01-01 04:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ú
192,2015-01-01 04:00:00,-1,-,8,¢Ò,3,¢Ú,9999,-,0,¢Ò
191,2015-01-01 04:00:00,6,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
190,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
186,2015-01-01 04:00:00,7,¢Ò,7,¢Ú,1,¢Ò,9999,-,-1,-
167,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
184,2015-01-01 04:00:00,7,¢Ò,13,¢Ò,0,¢Ò,9999,-,0,¢Ú
176,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,-1,-
168,2015-01-01 04:00:00,7,¢Ò,13,¢Ò,3,¢Ú,9999,-,0,¢Ò
183,2015-01-01 04:00:00,6,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ò
75,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
182,2015-01-01 04:00:00,7,¢Ò,4,¢Ù,3,¢Ú,9999,-,0,¢Ú
164,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,4,¢Û,7,-,0,¢Ú
181,2015-01-01 04:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,5,¡”¢ı
175,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,-1,-,9999,-,0,¢Û
180,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
179,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,3,¢Ú,9999,-,2,¡”¢ı
178,2015-01-01 04:00:00,8,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Û
123,2015-01-01 04:00:00,6,¢Ò,7,¢Ò,2,¢Ú,2,-,0,¢Ú
159,2015-01-01 04:00:00,8,¢Ò,13,¢Ò,15,¡”¢ı,15,-,1,¢ı
81,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
117,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
161,2015-01-01 04:00:00,7,¢Ò,5,¢Û,7,¢Ù,8,-,7,¡”¢ı
115,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,7,¢Ù,9999,-,0,¢Ú
114,2015-01-01 04:00:00,7,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ú
113,2015-01-01 04:00:00,8,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
112,2015-01-01 04:00:00,8,¢Ò,11,¢Ò,3,¢Ú,9999,-,0,¢Ú
110,2015-01-01 04:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ú
109,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
108,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
106,2015-01-01 04:00:00,8,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Û
105,2015-01-01 04:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ú
104,2015-01-01 04:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
131,2015-01-01 04:00:00,7,¢Ò,10,¢Ò,0,¢Ò,9999,-,0,¢Ú
58,2015-01-01 05:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
77,2015-01-01 06:00:00,7,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ò
159,2015-01-01 06:00:00,8,¢Ò,13,¢Ò,14,¢ı,14,-,1,¢ı
156,2015-01-01 06:00:00,7,¢Ò,7,¢Ú,4,¢Û,7,-,0,¢Û
58,2015-01-01 06:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
58,2015-01-01 07:00:00,7,¢Ò,12,¢Ò,2,¢Ú,9999,-,-1,-
124,2015-01-01 08:00:00,8,¢Ò,9,¢Ò,7,¢Ù,9999,-,0,¢Û
126,2015-01-01 08:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
127,2015-01-01 08:00:00,8,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ò
129,2015-01-01 08:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
131,2015-01-01 08:00:00,7,¢Ò,10,¢Ò,0,¢Ò,9999,-,0,¢Ú
133,2015-01-01 08:00:00,6,¢Ò,9,¢Ò,5,¢Û,9999,-,0,¢Ú
134,2015-01-01 08:00:00,7,¢Ò,8,¢Ò,4,¢Û,9999,-,0,¢Ú
135,2015-01-01 08:00:00,7,¢Ò,10,¢Ò,1,¢Ò,1,-,0,¢Ú
136,2015-01-01 08:00:00,6,¢Ò,2,¢ı,-1,-,9999,-,-1,-
138,2015-01-01 08:00:00,8,¢Ò,3,¢Ù,9999,-,11,-,4,¡”¢ı
104,2015-01-01 08:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
105,2015-01-01 08:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ú
106,2015-01-01 08:00:00,8,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Û
108,2015-01-01 08:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
109,2015-01-01 08:00:00,7,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
110,2015-01-01 08:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ú
112,2015-01-01 08:00:00,8,¢Ò,11,¢Ò,-1,-,9999,-,-1,-
113,2015-01-01 08:00:00,8,¢Ò,8,¢Ò,0,¢Ò,9999,-,0,¢Ú
