sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
75,2015-01-07 04:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
122,2015-01-07 04:00:00,8,¢Ò,11,¢Ò,6,¢Ù,5,-,1,¢Ù
72,2015-01-07 04:00:00,8,¢Ò,10,¢Ò,1,¢Ò,2,-,0,¢Ò
159,2015-01-07 04:00:00,8,¢Ò,13,¢Ò,25,¡”¢ı,25,-,3,¡”¢ı
83,2015-01-07 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,1,¢Ù
123,2015-01-07 04:00:00,6,¢Ò,6,¢Ú,2,¢Ú,2,-,0,¢Ú
191,2015-01-07 04:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ò
67,2015-01-07 04:00:00,6,¢Ò,7,¢Ò,3,¢Ú,9999,-,0,¢Ú
178,2015-01-07 04:00:00,8,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Û
161,2015-01-07 04:00:00,7,¢Ò,3,¢Ù,4,¢Û,5,-,6,¡”¢ı
184,2015-01-07 04:00:00,6,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ú
8,2015-01-07 04:00:00,7,¢Ò,11,¢Ò,4,¢Û,9999,-,0,¢Ú
19,2015-01-07 04:00:00,8,¢Ò,10,¢Ò,4,¢Û,9999,-,0,¢Û
55,2015-01-07 04:00:00,7,¢Ò,8,¢Ò,4,¢Û,9999,-,2,¡”¢ı
12,2015-01-07 04:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
16,2015-01-07 04:00:00,8,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
18,2015-01-07 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
125,2015-01-07 04:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
193,2015-01-07 04:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Û
157,2015-01-07 04:00:00,7,¢Ò,9,¢Ò,2,¢Ú,4,-,0,¢Ú
81,2015-01-07 04:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
66,2015-01-07 04:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
183,2015-01-07 04:00:00,6,¢Ò,9,¢Ò,4,¢Û,9999,-,0,¢Ò
53,2015-01-07 04:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
78,2015-01-07 04:00:00,7,¢Ò,6,¢Ú,4,¢Û,5,-,0,¢Ò
56,2015-01-07 04:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
59,2015-01-07 04:00:00,7,¢Ò,11,¢Ò,1,¢Ò,1,-,1,¢Ù
60,2015-01-07 04:00:00,7,¢Ò,10,¢Ò,5,¢Û,9999,-,1,¢Ù
84,2015-01-07 04:00:00,7,¢Ò,11,¢Ò,35,¡”¢ı,42,-,10,¡”¢ı
73,2015-01-07 04:00:00,7,¢Ò,5,¢Û,1,¢Ò,9999,-,0,¢Ú
120,2015-01-07 04:00:00,7,¢Ò,10,¢Ò,-1,-,-1,-,1,¢ı
156,2015-01-07 04:00:00,7,¢Ò,11,¢Ò,4,¢Û,7,-,0,¢Û
58,2015-01-07 05:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
77,2015-01-07 06:00:00,7,¢Ò,12,¢Ò,4,¢Ú,9999,-,0,¢Ò
58,2015-01-07 06:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
159,2015-01-07 06:00:00,8,¢Ò,12,¢Ò,36,¡”¢ı,38,-,3,¡”¢ı
58,2015-01-07 07:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
72,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,1,¢Ò,2,-,0,¢Ò
74,2015-01-07 08:00:00,8,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
58,2015-01-07 08:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
80,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,0,¢Ò,9999,-,0,¢Ò
68,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,5,¢Û,9999,-,0,¢Ú
103,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,-1,-,9999,-,0,¢Ú
110,2015-01-07 08:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ú
16,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
12,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
55,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,4,¢Û,9999,-,2,¡”¢ı
159,2015-01-07 08:00:00,8,¢Ò,13,¢Ò,29,¡”¢ı,30,-,3,¡”¢ı
179,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,10,¢ı,9999,-,0,¢Ú
54,2015-01-07 08:00:00,8,¢Ò,12,¢Ò,3,¢Ú,4,-,0,¢Û
162,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,0,¢Ò,5,-,0,¢Û
184,2015-01-07 08:00:00,6,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ú
70,2015-01-07 08:00:00,7,¢Ò,7,¢Ú,4,¢Û,29,-,1,¢Ù
119,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
182,2015-01-07 08:00:00,6,¢Ò,4,¢Ù,3,¢Ú,9999,-,0,¢Ú
183,2015-01-07 08:00:00,6,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ò
133,2015-01-07 08:00:00,6,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ú
185,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,-1,-
135,2015-01-07 08:00:00,6,¢Ò,8,¢Ò,1,¢Ò,1,-,0,¢Ú
141,2015-01-07 08:00:00,6,¢Ò,2,¢ı,9,¢Ù,9999,-,2,¡”¢ı
97,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,6,¢Ù,6,-,1,¢ı
142,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
164,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,4,¢Û,7,-,0,¢Ú
167,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
168,2015-01-07 08:00:00,7,¢Ò,13,¢Ò,3,¢Ú,9999,-,0,¢Ú
173,2015-01-07 08:00:00,8,¢Ò,12,¢Ò,4,¢Û,9999,-,1,¢Ù
176,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,-1,-
177,2015-01-07 08:00:00,8,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ò
178,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Û
187,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,0,¢Ò,9999,-,0,¢Ò
188,2015-01-07 08:00:00,7,¢Ò,-1,-,3,¢Ú,9999,-,0,¢Ú
189,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Û
190,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
192,2015-01-07 08:00:00,-1,-,7,¢Ò,8,¢Ù,9999,-,0,¢Ú
193,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,3,¢Ú,9999,-,0,¢Û
194,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ú
195,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,3,¢Ú,9999,-,1,¢ı
196,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,10,¢ı,9999,-,-1,-
197,2015-01-07 08:00:00,8,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ò
199,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,4,¢Û,9999,-,0,¢Ú
201,2015-01-07 08:00:00,7,¢Ò,1,¡”¢ı,10,¢ı,9999,-,18,¡”¢ı
202,2015-01-07 08:00:00,6,¢Ò,7,¢Ò,10,¢ı,9999,-,0,¢Ú
206,2015-01-07 08:00:00,6,¢Ò,8,¢Ò,1,¢Ò,0,-,0,¢Ú
207,2015-01-07 08:00:00,7,¢Ò,2,¢ı,5,¢Û,-1,-,0,¢Û
209,2015-01-07 08:00:00,8,¢Ò,8,¢Ò,6,¢Ù,13,-,0,¢Ú
210,2015-01-07 08:00:00,8,¢Ò,8,¢Ò,9,¢Ù,13,-,0,¢Ò
129,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,1,¢Ù
131,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ú
143,2015-01-07 08:00:00,6,¢Ò,5,¢Û,7,¢Ù,9999,-,0,¢Û
175,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,-1,-,9999,-,1,¢Ù
219,2015-01-07 08:00:00,8,¢Ò,7,¢Ò,3,¢Ú,6,-,0,¢Ò
211,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,2,¢Ú,1,-,-1,-
212,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,10,¢ı,12,-,0,¢Ú
213,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,5,¢Û,7,-,0,¢Ú
214,2015-01-07 08:00:00,7,¢Ò,5,¢Û,0,¢Ò,0,-,-1,-
216,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,0,¢Ò,0,-,0,¢Ò
32,2015-01-07 08:00:00,7,¢Ò,7,¢Ò,5,¢Û,9999,-,0,¢Û
59,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,3,¢Ú,4,-,1,¢Ù
60,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,5,¢Û,9999,-,1,¢Ù
107,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Ú
61,2015-01-07 08:00:00,6,¢Ò,9,¢Ò,0,¢Ò,6,-,0,¢Û
122,2015-01-07 08:00:00,8,¢Ò,11,¢Ò,5,¢Û,5,-,1,¢Ù
125,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
137,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
123,2015-01-07 08:00:00,6,¢Ò,6,¢Ú,2,¢Ú,2,-,0,¢Ú
104,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
85,2015-01-07 08:00:00,8,¢Ò,12,¢Ò,1,¢Ò,9999,-,0,¢Ú
105,2015-01-07 08:00:00,7,¢Ò,13,¢Ò,5,¢Û,9999,-,0,¢Ú
106,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,6,¢Ù,9999,-,0,¢Û
108,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,-1,-
109,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ú
111,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,9,¢Ù,9999,-,0,¢Û
118,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
112,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
53,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,2,¢Ò,9999,-,0,¢Ú
18,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
113,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ú
166,2015-01-07 08:00:00,8,¢Ò,8,¢Ò,5,¢Û,5,-,0,¢Ú
115,2015-01-07 08:00:00,8,¢Ò,11,¢Ò,7,¢Ù,9999,-,0,¢Ú
161,2015-01-07 08:00:00,7,¢Ò,3,¢Ù,4,¢Û,5,-,6,¡”¢ı
147,2015-01-07 08:00:00,8,¢Ò,11,¢Ò,2,¢Ú,3,-,0,¢Ú
140,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,-1,-,-1,-,0,¢Ò
138,2015-01-07 08:00:00,8,¢Ò,3,¢Ù,9999,-,-1,-,5,¡”¢ı
84,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,41,¡”¢ı,48,-,9,¡”¢ı
120,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,-1,-,-1,-,1,¢Ù
116,2015-01-07 08:00:00,7,¢Ò,13,¢Ò,1,¢Ò,9999,-,-1,-
19,2015-01-07 08:00:00,8,¢Ò,10,¢Ò,4,¢Û,9999,-,0,¢Ú
117,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
63,2015-01-07 08:00:00,7,¢Ò,1,¡”¢ı,5,¢Û,9999,-,4,¡”¢ı
158,2015-01-07 08:00:00,8,¢Ò,13,¢Ò,1,¢Ò,1,-,0,¢Ú
65,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
198,2015-01-07 08:00:00,8,¢Ò,3,¢Ù,0,¢Ò,9999,-,0,¢Ò
152,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,3,¢Ú,4,-,0,¢Ú
5,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
149,2015-01-07 08:00:00,7,¢Ò,13,¢Ò,2,¢Ú,3,-,0,¢Û
154,2015-01-07 08:00:00,7,¢Ò,13,¢Ò,3,¢Ú,4,-,0,¢Ú
57,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,6,¢Ù,28,-,0,¢Ú
155,2015-01-07 08:00:00,8,¢Ò,4,¢Ù,5,¢Û,9,-,1,¢Ù
67,2015-01-07 08:00:00,6,¢Ò,7,¢Ò,3,¢Ú,9999,-,0,¢Ú
64,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,1,¢Ò,1,-,0,¢Ò
75,2015-01-07 08:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
156,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,4,¢Û,8,-,0,¢Û
73,2015-01-07 08:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ú
146,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,2,¢Ú,4,-,0,¢Û
77,2015-01-07 08:00:00,7,¢Ò,12,¢Ò,3,¢Ú,9999,-,0,¢Ò
78,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,4,¢Û,6,-,0,¢Ò
157,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,3,-,0,¢Ú
128,2015-01-07 08:00:00,7,¢Ò,11,¢Ò,3,¢Ú,9999,-,0,¢Ú
127,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ò
126,2015-01-07 08:00:00,7,¢Ò,7,¢Ò,1,¢Ò,9999,-,0,¢Ò
56,2015-01-07 08:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ò
124,2015-01-07 08:00:00,8,¢Ò,8,¢Ò,6,¢Ù,9999,-,1,¢ı
153,2015-01-07 08:00:00,7,¢Ò,12,¢Ò,2,¢Ú,1,-,0,¢Ú
62,2015-01-07 08:00:00,6,¢Ò,6,¢Ú,7,¢Ù,9999,-,0,¢Ú
114,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Û
186,2015-01-07 08:00:00,6,¢Ò,6,¢Ú,1,¢Ò,9999,-,-1,-
83,2015-01-07 08:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,1,¢Ù
76,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
81,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
121,2015-01-07 08:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
180,2015-01-07 09:00:00,8,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
58,2015-01-07 09:00:00,7,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
8,2015-01-07 10:00:00,8,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ú
58,2015-01-07 10:00:00,7,¢Ò,13,¢Ò,5,¢Û,9999,-,0,¢Ò
77,2015-01-07 10:00:00,7,¢Ò,12,¢Ò,3,¢Ú,9999,-,0,¢Ò
159,2015-01-07 10:00:00,8,¢Ò,13,¢Ò,39,¡”¢ı,41,-,3,¡”¢ı
58,2015-01-07 11:00:00,6,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
180,2015-01-07 11:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Ú
112,2015-01-07 11:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ò
8,2015-01-07 12:00:00,8,¢Ò,12,¢Ò,4,¢Û,9999,-,0,¢Ú
183,2015-01-07 12:00:00,6,¢Ò,9,¢Ò,4,¢Û,9999,-,0,¢Ò
184,2015-01-07 12:00:00,6,¢Ò,9,¢Ò,0,¢Ò,9999,-,0,¢Ú
54,2015-01-07 12:00:00,8,¢Ò,12,¢Ò,3,¢Ú,4,-,0,¢Ú
110,2015-01-07 12:00:00,6,¢Ò,6,¢Ú,3,¢Ú,9999,-,0,¢Ú
120,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,-1,-,-1,-,0,¢Û
138,2015-01-07 12:00:00,8,¢Ò,3,¢Ù,9999,-,-1,-,4,¡”¢ı
84,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,-1,-,-1,-,10,¡”¢ı
140,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,1,¢Ò,2,-,0,¢Ò
147,2015-01-07 12:00:00,8,¢Ò,12,¢Ò,2,¢Ú,3,-,0,¢Ò
157,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,2,¢Ú,3,-,0,¢Ú
161,2015-01-07 12:00:00,7,¢Ò,4,¢Ù,4,¢Û,4,-,6,¡”¢ı
162,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,0,¢Ò,5,-,0,¢Ú
166,2015-01-07 12:00:00,8,¢Ò,8,¢Ò,4,¢Û,5,-,0,¢Ú
12,2015-01-07 12:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
16,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Ú
18,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
19,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,4,¢Û,9999,-,0,¢Û
114,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
61,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,0,¢Ò,5,-,0,¢Û
122,2015-01-07 12:00:00,7,¢Ò,14,¢Ò,6,¢Ù,6,-,1,¢Ù
97,2015-01-07 12:00:00,6,¢Ò,7,¢Ú,6,¢Ù,5,-,0,¢Û
104,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
56,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,2,¢Ú,9999,-,0,¢Ú
57,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,6,¢Ù,28,-,1,¢Ù
59,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,0,¢Ò,0,-,1,¢Ù
60,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,5,¢Û,9999,-,1,¢Ù
116,2015-01-07 12:00:00,7,¢Ò,13,¢Ò,1,¢Ò,9999,-,-1,-
117,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ú
118,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ò
119,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
121,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Ú
105,2015-01-07 12:00:00,7,¢Ò,13,¢Ò,6,¢Ù,9999,-,0,¢Ú
106,2015-01-07 12:00:00,8,¢Ò,11,¢Ò,7,¢Ù,9999,-,0,¢Û
108,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,-1,-
109,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ú
111,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,-1,-,9999,-,0,¢Û
113,2015-01-07 12:00:00,8,¢Ò,8,¢Ò,0,¢Ò,9999,-,0,¢Ú
115,2015-01-07 12:00:00,8,¢Ò,12,¢Ò,7,¢Ù,9999,-,0,¢Ú
179,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,-1,-,9999,-,0,¢Ú
182,2015-01-07 12:00:00,6,¢Ò,4,¢Ù,4,¢Û,9999,-,0,¢Ú
185,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,-1,-
186,2015-01-07 12:00:00,5,¡”¢ı,9,¢Ò,0,¢Ò,9999,-,-1,-
133,2015-01-07 12:00:00,6,¢Ò,9,¢Ò,3,¢Ú,9999,-,0,¢Ú
135,2015-01-07 12:00:00,6,¢Ò,7,¢Ò,2,¢Ú,2,-,0,¢Ú
141,2015-01-07 12:00:00,6,¢Ò,3,¢Ù,6,¢Ù,9999,-,1,¢Ù
142,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
164,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,4,¢Û,7,-,0,¢Û
167,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
168,2015-01-07 12:00:00,7,¢Ò,13,¢Ò,3,¢Ú,9999,-,0,¢Ú
173,2015-01-07 12:00:00,8,¢Ò,13,¢Ò,4,¢Û,9999,-,1,¢Ù
176,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,-1,-
177,2015-01-07 12:00:00,8,¢Ò,7,¢Ú,1,¢Ò,9999,-,0,¢Ò
178,2015-01-07 12:00:00,8,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Û
187,2015-01-07 12:00:00,7,¢Ò,7,¢Ò,0,¢Ò,9999,-,0,¢Ò
188,2015-01-07 12:00:00,7,¢Ò,-1,-,3,¢Ú,9999,-,0,¢Ú
189,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,3,¢Ú,9999,-,0,¢Û
190,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ú
192,2015-01-07 12:00:00,-1,-,7,¢Ò,8,¢Ù,9999,-,0,¢Ò
193,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,2,¢Ú,9999,-,0,¢Û
194,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ú
195,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,3,¢Ú,9999,-,1,¢ı
196,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,9,¢Ù,9999,-,0,¢Ò
197,2015-01-07 12:00:00,8,¢Ò,6,¢Ú,2,¢Ú,9999,-,0,¢Ò
198,2015-01-07 12:00:00,8,¢Ò,3,¢Ù,2,¢Ú,9999,-,0,¢Û
199,2015-01-07 12:00:00,8,¢Ò,8,¢Ò,5,¢Û,9999,-,0,¢Ú
201,2015-01-07 12:00:00,7,¢Ò,1,¡”¢ı,11,¢ı,9999,-,17,¡”¢ı
202,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
206,2015-01-07 12:00:00,6,¢Ò,8,¢Ò,3,¢Ú,0,-,0,¢Ú
207,2015-01-07 12:00:00,7,¢Ò,2,¢ı,5,¢Û,-1,-,0,¢Û
126,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ú
131,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,0,¢Ò,9999,-,0,¢Ú
143,2015-01-07 12:00:00,6,¢Ò,5,¢Û,7,¢Ù,9999,-,0,¢Û
175,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,-1,-,9999,-,1,¢Ù
219,2015-01-07 12:00:00,8,¢Ò,7,¢Ò,3,¢Ú,6,-,0,¢Ò
213,2015-01-07 12:00:00,7,¢Ò,7,¢Ò,3,¢Ú,7,-,0,¢Ú
216,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,1,¢Ò,0,-,0,¢Ò
209,2015-01-07 12:00:00,8,¢Ò,8,¢Ò,6,¢Ù,15,-,0,¢Ú
210,2015-01-07 12:00:00,9,¡”¢ı,11,¢Ò,9,¢Ù,13,-,0,¢Ò
211,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,2,¢Ú,1,-,-1,-
212,2015-01-07 12:00:00,8,¢Ò,10,¢Ò,10,¢ı,12,-,0,¢Ú
214,2015-01-07 12:00:00,7,¢Ò,5,¢Û,1,¢Ò,0,-,-1,-
79,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
107,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,1,¢Ò,9999,-,0,¢Ò
137,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ò
32,2015-01-07 12:00:00,7,¢Ò,7,¢Ú,6,¢Ù,9999,-,0,¢Ú
85,2015-01-07 12:00:00,8,¢Ò,13,¢Ò,1,¢Ò,9999,-,0,¢Ú
103,2015-01-07 12:00:00,7,¢Ò,11,¢Ò,7,¢Ù,9999,-,0,¢Ú
73,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,1,¢Ò,9999,-,0,¢Ú
67,2015-01-07 12:00:00,6,¢Ò,7,¢Ò,3,¢Ú,9999,-,0,¢Ú
159,2015-01-07 12:00:00,8,¢Ò,14,¢Ò,-1,-,68,-,4,¡”¢ı
68,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,5,¢Û,9999,-,0,¢Ú
70,2015-01-07 12:00:00,7,¢Ò,6,¢Ú,5,¢Û,31,-,1,¢Ù
55,2015-01-07 12:00:00,8,¢Ò,9,¢Ò,4,¢Û,9999,-,2,¡”¢ı
74,2015-01-07 12:00:00,8,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
58,2015-01-07 12:00:00,6,¢Ò,12,¢Ò,5,¢Û,9999,-,0,¢Ò
80,2015-01-07 12:00:00,7,¢Ò,8,¢Ò,1,¢Ò,9999,-,0,¢Ò
152,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,4,¢Û,5,-,0,¢Ú
81,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,1,¢Ò,9999,-,0,¢Ú
76,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
83,2015-01-07 12:00:00,7,¢Ò,10,¢Ò,2,¢Ú,9999,-,0,¢Û
53,2015-01-07 12:00:00,7,¢Ò,9,¢Ò,2,¢Ú,9999,-,0,¢Ú
