"0","1",2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000
300.000000,295.121270,293.263590,292.448325,292.047398,291.834063,291.714944,291.646715,291.607246,291.584431,291.571347,291.563939,291.559815,291.557561,291.556355,291.555724,291.555401,291.555239,291.555161,291.555123,291.555106,291.555098,291.555094,291.555093,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555092,291.555093,291.555094,291.555097,291.555104,291.555119,291.555153,291.555225,291.555374,291.555677,291.556277,291.557435,291.559617,291.563642,291.570917,291.583835,291.606454,291.645711,291.713735,291.832690,292.045945,292.446925,293.262424,295.120561,300.000000
300.000000,297.212014,295.466323,294.455593,293.873123,293.533533,293.333436,293.214990,293.145012,293.103984,293.080220,293.066668,293.059081,293.054917,293.052682,293.051508,293.050906,293.050605,293.050458,293.050388,293.050355,293.050340,293.050334,293.050331,293.050330,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050329,293.050330,293.050331,293.050333,293.050339,293.050351,293.050380,293.050443,293.050577,293.050856,293.051421,293.052535,293.054679,293.058708,293.066108,293.079409,293.102859,293.143518,293.213096,293.331156,293.530944,293.870384,294.452954,295.464126,297.210679,300.000000
300.000000,298.242746,296.899610,295.984631,295.392234,295.017998,294.785063,294.641878,294.555020,294.503121,294.472640,294.455075,294.445160,294.439685,294.436730,294.435172,294.434371,294.433968,294.433771,294.433677,294.433633,294.433613,294.433604,294.433600,294.433599,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433598,294.433600,294.433603,294.433610,294.433628,294.433666,294.433750,294.433930,294.434302,294.435053,294.436529,294.439360,294.444653,294.454312,294.471537,294.501591,294.552987,294.639302,294.781962,295.014477,295.388509,295.981043,296.896623,298.240931,300.000000
300.000000,298.835353,297.858013,297.123373,296.606813,296.258824,296.031445,295.886496,295.796136,295.741018,295.708127,295.688939,295.678002,295.671914,295.668607,295.666855,295.665949,295.665493,295.665268,295.665161,295.665111,295.665088,295.665077,295.665073,295.665071,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665070,295.665071,295.665072,295.665076,295.665085,295.665104,295.665148,295.665244,295.665448,295.665869,295.666716,295.668374,295.671535,295.677411,295.688051,295.706843,295.739237,295.793771,295.883499,296.027837,296.254729,296.602481,297.119200,297.854539,298.833243,300.000000
300.000000,299.212806,298.519508,297.965479,297.552616,297.260302,297.061379,296.930382,296.846586,296.794415,296.762772,296.744067,296.733291,296.727241,296.723931,296.722166,296.721249,296.720785,296.720556,296.720446,296.720394,296.720371,296.720360,296.720356,296.720354,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720353,296.720354,296.720355,296.720359,296.720368,296.720388,296.720433,296.720531,296.720738,296.721165,296.722020,296.723686,296.726844,296.732671,296.743134,296.761423,296.792545,296.844103,296.927236,297.057593,297.256004,297.548070,297.961101,298.515864,299.210592,300.000000
300.000000,299.467210,298.984986,298.584170,298.272938,298.044043,297.883034,297.773998,297.702612,297.657306,297.629389,297.612670,297.602933,297.597416,297.594374,297.592742,297.591889,297.591455,297.591240,297.591137,297.591088,297.591065,297.591055,297.591051,297.591049,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591048,297.591049,297.591050,297.591054,297.591062,297.591081,297.591124,297.591216,297.591410,297.591807,297.592600,297.594136,297.597030,297.602330,297.611764,297.628080,297.655492,297.700203,297.770947,297.879362,298.039875,298.268531,298.579925,298.981453,299.465064,300.000000
300.000000,299.642840,299.314141,299.033675,298.809367,298.639536,298.516844,298.431776,298.374935,298.338228,298.315272,298.301350,298.293155,298.288469,298.285866,298.284459,298.283720,298.283342,298.283154,298.283063,298.283020,298.283000,298.282991,298.282987,298.282986,298.282985,298.282985,298.282985,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282984,298.282985,298.282985,298.282985,298.282987,298.282990,298.282997,298.283014,298.283051,298.283132,298.283300,298.283645,298.284330,298.285649,298.288118,298.292607,298.300527,298.314082,298.336579,298.372747,298.429005,298.513509,298.635752,298.805365,299.029821,299.310934,299.640892,300.000000
300.000000,299.764457,299.545306,299.354893,299.199280,299.078797,298.989871,298.926988,298.884224,298.856177,298.838398,298.827489,298.821001,298.817259,298.815163,298.814024,298.813421,298.813111,298.812957,298.812881,298.812846,298.812829,298.812822,298.812818,298.812817,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812816,298.812817,298.812818,298.812821,298.812827,298.812840,298.812871,298.812937,298.813076,298.813357,298.813913,298.814977,298.816958,298.820531,298.826782,298.837378,298.854763,298.882349,298.924612,298.987013,299.075555,299.195851,299.351591,299.542559,299.762789,300.000000
300.000000,299.847836,299.705186,299.579623,299.475338,299.393182,299.331486,299.287138,299.256521,299.236164,299.223101,299.214999,299.210135,299.207305,299.205709,299.204834,299.204370,299.204130,299.204009,299.203950,299.203922,299.203909,299.203903,299.203901,299.203900,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203899,299.203900,299.203902,299.203907,299.203918,299.203942,299.203993,299.204101,299.204318,299.204744,299.205557,299.207060,299.209752,299.214424,299.222271,299.235013,299.254995,299.285206,299.329162,299.390545,299.472551,299.576939,299.702953,299.846480,300.000000
300.000000,299.903977,299.813462,299.733019,299.665380,299.611360,299.570221,299.540242,299.519276,299.505169,299.496018,299.490285,299.486813,299.484777,299.483621,299.482983,299.482642,299.482465,299.482376,299.482332,299.482311,299.482302,299.482297,299.482295,299.482295,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482294,299.482295,299.482297,299.482300,299.482308,299.482326,299.482364,299.482443,299.482602,299.482913,299.483503,299.484587,299.486517,299.489840,299.495374,299.504278,299.518094,299.538746,299.568421,299.609318,299.663221,299.730940,299.811733,299.902927,300.000000
